Mass,Intensity,ControlMax__ab1_1_peaks,ControlMax__mc_1_peaks,ControlMax__pc1_1_peaks,Average_Control_Intensity
89.46279,98.014305,0.0,0.0,0.0,0.0
89.463191,63.084272,0.0,0.0,0.0,0.0
89.471819,73.179627,0.0,0.0,0.0,0.0
89.485264,74.843984,0.0,0.0,0.0,0.0
89.496605,66.995389,0.0,0.0,0.0,0.0
89.569218,78.804326,0.0,0.0,0.0,0.0
89.579268,75.22635,0.0,0.0,0.0,0.0
89.60249,87.379217,0.0,0.0,0.0,0.0
89.604803,85.101335,0.0,0.0,0.0,0.0
89.623911,106.785682,0.0,0.0,0.0,0.0
89.695873,69.547298,0.0,0.0,0.0,0.0
89.74796,64.319682,0.0,0.0,0.0,0.0
89.771752,71.858568,0.0,0.0,0.0,0.0
89.798076,79.645428,0.0,0.0,0.0,0.0
89.827439,92.722795,0.0,0.0,0.0,0.0
89.837129,77.514133,0.0,0.0,0.0,0.0
